id	key	day	weekday	ruf	ruf_id	lesung_1	lesung_1id	antwort	antwortid	lesung_2	lesung_2id	evangelium	evangeliumid	variant	overwrite	ende	gotteslob	unterwegs
651	Wochentag (10. Woche)		Do			2 Kor 3,15 - 4,1.3-6	1918	Ps 85,9-10.11-12.13-14	1398			Mt 5,20-26	1920	I		.	NULL	NULL
652	Wochentag (10. Woche)		Do			1 Kön 18,41-46	1919	Ps 65,10.11-12.13-14	1399			Mt 5,20-26	1920	II		.	NULL	NULL
653	Wochentag (10. Woche)		Fr			2 Kor 4,7-15	1926	Ps 116,10-11.15-16.17-18	1400			Mt 5,27-32	1932	I		.	NULL	NULL
654	Wochentag (10. Woche)		Fr			1 Kön 19,9a.11-16	1931	Ps 27,7-8.9.13-14	1401			Mt 5,27-32	1932	II		.	NULL	NULL
655	Wochentag (10. Woche)		Sa			2 Kor 5,14-21	1933	|break|Ps 103,1-2.3-4.8-9.11-12	1017			Mt 5,33-37	1935	I		.	NULL	NULL
656	Wochentag (10. Woche)		Sa			1 Kön 19,19-21	1934	Ps 16,1-2.5.7-10	1402			Mt 5,33-37	1935	II		.	NULL	NULL
657	Wochentag (11. Woche)		Mo			2 Kor 6,1-10	1936	Ps 98,1.2-3b.3c-4	1300			|break|Mt 5,38-42	1938	I		.	NULL	NULL
658	Wochentag (11. Woche)		Mo			1 Kön 21,1-16	1937	Ps 5,3 u. 5.6-7	1403			Mt 5,38-42	1938	II		.	NULL	NULL
659	Wochentag (11. Woche)		Di			2 Kor 8,1-9	1939	Ps 146,1-3.5-6.7-8.9	1404			Mt 5,43-48	1941	I		.	NULL	NULL
660	Wochentag (11. Woche)		Di			1 Kön 21,17-29	1940	Ps 51,3-4.5-6b.11 u. 16	1405			Mt 5,43-48	1941	II		.	NULL	NULL
661	Wochentag (11. Woche)		Mi			2 Kor 9,6-11	1942	Ps 112,1-2.3-4.5 u. 9	1406			Mt 6,1-6.16-18	141	I		.	NULL	NULL
662	Wochentag (11. Woche)		Mi			2 Kön 2,1.4b.6-14	1943	Ps 31,20.21.22 u. 24	1407			Mt 6,1-6.16-18	141	II		.	NULL	NULL
663	Wochentag (11. Woche)		Do			2 Kor 11,1-11	1944	Ps 111,1-2.3-4.7-8	1408			Mt 6,7-15	1038	I		.	NULL	NULL
664	Wochentag (11. Woche)		Do			Sir 48,1-14	1945	Ps 97,1-8	1409			Mt 6,7-15	1038	II		.	NULL	NULL
665	Wochentag (11. Woche)		Fr			2 Kor 11,18.21b-30	1947	Ps 34,2-3.4-5.6-7	1410			Mt 6,19-23	1949	I		.	NULL	NULL
666	Wochentag (11. Woche)		Fr			2 Kön 11,1-4.9-18.20	1948	Ps 132,11.12.13-14.17-18	1411			Mt 6,19-23	1949	II		.	NULL	NULL
667	Wochentag (11. Woche)		Sa			2 Kor 12,1-10	1951	Ps 34,8-9.10-11.12-13	1412			Mt 6,24-34	661	I		.	NULL	NULL
668	Wochentag (11. Woche)		Sa			2 Chr 24,17-25	1952	Ps 89,4-5.29-30.31-32.33-34	1413			Mt 6,24-34	661	II		.	NULL	NULL
669	Wochentag (12. Woche)		Mo			Gen 12,1-9	1953	Ps 33,12-13.18-19.20 u. 22	1414			Mt 7,1-5	1955	I		.	NULL	NULL
670	Wochentag (12. Woche)		Mo			2 Kön 17,5-8.13-15a.18	1954	Ps 60,3-4.5 u. 12.13-14	1415			Mt 7,1-5	1955	II		.	NULL	NULL
671	Wochentag (12. Woche)		Di			Gen 13,2.5-18	1956	Ps 15,2-3.4.5	1363			Mt 7,6.12-14	1958	I		.	NULL	NULL
672	Wochentag (12. Woche)		Di			2 Kön 19,9b-11.14-21.31-35a.36	1957	Ps 48,2-3b.3c-4.10-11	1416			Mt 7,6.12-14	1958	II		.	NULL	NULL
673	Wochentag (12. Woche)		Mi			Gen 15,1-12.17-18	1959	|break|Ps 105,1-2.3-4.6-7.8-9	908			Mt 7,15-20	1962	I		.	NULL	NULL
674	Wochentag (12. Woche)		Mi			2 Kön 22,8-13; 23,1-3	1961	Ps 119,33-34.35-36.37 u. 40	1417			Mt 7,15-20	1962	II		.	NULL	NULL
675	Wochentag (12. Woche)		Do			Gen 16,1-12.15-16	1963	Ps 106,1-2.3-4.5	1418			Mt 7,21-29	1966	I		.	NULL	NULL
676	Wochentag (12. Woche)		Do			2 Kön 24,8-17	1965	Ps 79,1-2.3-4.5 u. 8.9	1419			Mt 7,21-29	1966	II		.	NULL	NULL
677	Wochentag (12. Woche)		Fr			Gen 17,1.9-10.15-22	1967	Ps 128,1-2.3.4-5	1420			Mt 8,1-4	1969	I		.	NULL	NULL
678	Wochentag (12. Woche)		Fr			2 Kön 25,1b-12	1968	Ps 137,1-2.3-4.5-6	1092			Mt 8,1-4	1969	II		.	NULL	NULL
679	Wochentag (12. Woche)		Sa			Gen 18,1-15	1982	Lk 1,46b-48.49-50.51 u. 53.54-55	1421			Mt 8,5-17	1984	I		.	NULL	NULL
680	Wochentag (12. Woche)		Sa			Klgl 2,2.10-14.18-19	1983	Ps 74,1-7.20-21	1422			Mt 8,5-17	1984	II		.	NULL	NULL
681	Wochentag (13. Woche)		Mo			Gen 18,16-33	1985	Ps 103,1-2.3-4.8-9.10-11	1423			Mt 8,18-22	1988	I		.	NULL	NULL
682	Wochentag (13. Woche)		Mo			Am 2,6-10.13-16	1986	Ps 50,16-17.18-19.20-21.22-23	1424			Mt 8,18-22	1988	II		.	NULL	NULL
683	Wochentag (13. Woche)		Di			Gen 19,15-29	1987	Ps 26,2-3.9-12	1425			Mt 8,23-27	1990	I		.	NULL	NULL
684	Wochentag (13. Woche)		Di			Am 3,1-8;4,11-12	1989	Ps 5,5-6.7-8a.8b u. 9ac	1426			Mt 8,23-27	1990	II		.	NULL	NULL
685	Wochentag (13. Woche)		Mi			Gen 21,5.8-20	1991	Ps 34,7-8.10-11.12-13	1427			Mt 8,28-34	1993	I		.	NULL	NULL
686	Wochentag (13. Woche)		Mi			Am 5,14-15.21-24	1992	Ps 50,7b-13.16b-17	1428			Mt 8,28-34	1993	II		.	NULL	NULL
687	Wochentag (13. Woche)		Do			Gen 22,1-19	1994	Ps 116,1-2.3-4.5-6.8-9	1291			Mt 9,1-8	1996	I		.	NULL	NULL
688	Wochentag (13. Woche)		Do			Am 7,10-17	1995	Ps 19,8.9.10.11-12	1429			Mt 9,1-8	1996	II		.	NULL	NULL
689	Wochentag (13. Woche)		Fr			Gen 23,1-4.19;24,1-8.62-67	1997	Ps 106,1-2.3-4.5	1418			Mt 9,9-13	1999	I		.	NULL	NULL
690	Wochentag (13. Woche)		Fr			Am 8,4-6.9-12|break|	1998	Ps 119,2. u. 10.20 u. 30.40 u. 131|break|	1431			Mt 9,9-13	1999	II		.	NULL	NULL
691	Wochentag (13. Woche)		Sa			Gen 27,1-5.15-29	2000	Ps 135,1-2.3-4.5-6	1432			Mt 9,14-17	2002	I		.	NULL	NULL
692	Wochentag (13. Woche)		Sa			Am 9,11-15	2001	Ps 85,9.11-14	1433			Mt 9,14-17	2002	II		.	NULL	NULL
693	Wochentag (14. Woche)		Mo			Gen 28,10-22a	2003	Ps 91,1-2.14-15a.15b-16	1386			Mt 9,18-26	2005	I		.	NULL	NULL
694	Wochentag (14. Woche)		Mo			Hos 2,16b.17b-18.21-22	2004	Ps 145,2-3.4-5.6-7.8-9	3733			Mt 9,18-26	2005	II		.	NULL	NULL
695	Wochentag (14. Woche)		Di			Gen 32,23-33	2006	|break|Ps 17,1-2.3ab u. 5.6-7.8b.9a u. 15	1436			|break|Mt 9,32-38	2008	I		.	NULL	NULL
696	Wochentag (14. Woche)		Di			Hos 8,4-7.11-13	2007	Ps 115,3-4.5-6.7ab u. 8.9-10	1437			Mt 9,32-38	2008	II		.	NULL	NULL
697	Wochentag (14. Woche)		Mi			Gen 41,55-57;42,5-7a.17-24a	2009	Ps 33,2-3.10-11.18-19	1438			Mt 10,1-7	2012	I		.	NULL	NULL
698	Wochentag (14. Woche)		Mi			Hos 10,1-3.7-8.12	2010	Ps 105,2-3.4-5.6-7	1439			Mt 10,1-7	2012	II		.	NULL	NULL
699	Wochentag (14. Woche)		Do			Gen 44,18-21.23b-29; 45,1-5	2011	Ps 105,16-17.18-19.20-21	1440			Mt 10,7-15	2014	I		.	NULL	NULL
700	Wochentag (14. Woche)		Do			Hos 11,1-4.8ac-9	2013	Ps 80,2ac u. 3b.15-16	1441			Mt 10,7-15	2014	II		.	NULL	NULL
701	Wochentag (14. Woche)		Fr			Gen 46,1-7.28-30	2015	|break|Ps 37,3-4.18-19.27-28b.39-40b	1442			|break|Mt 10,16-23	2016	I		.	NULL	NULL
702	Wochentag (14. Woche)		Fr			Hos 14,2-10	1087	Ps 51,3-4.8-9.12-13.14 u. 17	1443			Mt 10,16-23	2016	II		.	NULL	NULL
703	Wochentag (14. Woche)		Sa			Gen 49,29-33;50,15-26a	2020	Ps 105,1-2.3-4.6-7	1444			Mt 10,24-33	2022	I		.	NULL	NULL
704	Wochentag (14. Woche)		Sa			Jes 6,1-8	2021	Ps 93,1.2-3.4-5	1006			Mt 10,24-33	2022	II		.	NULL	NULL
705	Wochentag (15. Woche)		Mo			Ex 1,8-14.22	2023	Ps 124,1-2.3-4.5-6.7-8	1445			|break|Mt 10,34 - 11,1	2025	I		.	NULL	NULL
706	Wochentag (15. Woche)		Mo			Jes 1,10-17	2024	Ps 50,8-9.16b-17.21.23	1055			Mt 10,34 - 11,1	2025	II		.	NULL	NULL
707	Wochentag (15. Woche)		Di			Ex 2,1-15a	2026	|break|Ps 69,3.14.30-31.33-34	1446			|break|Mt 11,20-24	2028	I		.	NULL	NULL
708	Wochentag (15. Woche)		Di			Jes 7,1-9	2027	Ps 48,2-3b.3c-4.5-6.7-8	1447			Mt 11,20-24	2028	II		.	NULL	NULL
709	Wochentag (15. Woche)		Mi			Ex 3,1-6.9-12	2038	Ps 103,1-2.3-4.6-7	1448			Mt 11,25-27	2040	I		.	NULL	NULL
710	Wochentag (15. Woche)		Mi			Jes 10,5-7.13-16	2039	Ps 94,5-6.7-8.9-10.14-15	1449			Mt 11,25-27	2040	II		.	NULL	NULL
711	Wochentag (15. Woche)		Do			Ex 3,13-20	2041	Ps 105,1 u. 5.8-9.24-25.26-27	1450			Mt 11,28-30	798	I		.	NULL	NULL
712	Wochentag (15. Woche)		Do			Jes 26,7-9.12.16-19	2042	Ps 102,13-14.15-16.17-18.19-20.21-22	1451			Mt 11,28-30	798	II		.	NULL	NULL
713	Wochentag (15. Woche)		Fr			Ex 11,10 - 12,14	2043	|break|Ps 116,12-13.15-16b.17-18	1452			|break|Mt 12,1-8	2045	I		.	NULL	NULL
714	Wochentag (15. Woche)		Fr			Jes 38,1-6.21-22.7-8	2044	Jes 38,10-11.12abcd.16 u. 20	1453			Mt 12,1-8	2045	II		.	NULL	NULL
715	Wochentag (15. Woche)		Sa			Ex 12,37-42	2046	|break|Ps 136,1 u. 23-24.10-12.13-15	1454			|break|Mt 12,14-21	2048	I		.	NULL	NULL
716	Wochentag (15. Woche)		Sa			Mi 2,1-5	2047	Ps 10,1-2.3-4.7-8.14	1455			Mt 12,14-21	2048	II		.	NULL	NULL
717	Wochentag (16. Woche)		Mo			Ex 14,5-18	2049	Ex 15,1b-2b.2c-3.4-5.6 u. 13	1456			Mt 12,38-42	2051	I		.	NULL	NULL
718	Wochentag (16. Woche)		Mo			Mi 6,1-4.6-8	2050	Ps 50,5-6.8-9.16b-17.21 u. 23	1457			Mt 12,38-42	2051	II		.	NULL	NULL
719	Wochentag (16. Woche)		Di			Ex 14,21 - 15,1	2052	Ex 15,8b-9.10 u. 12.17	1458			Mt 12,46-50	2054	I		.	NULL	NULL
720	Wochentag (16. Woche)		Di			Mi 7,14-15.18-20	2053	Ps 85,2-3.5-6.7-8	1459			Mt 12,46-50	2054	II		.	NULL	NULL
721	Wochentag (16. Woche)		Mi			Ex 16,1-5.9-15	2055	|break|Ps 78,18-19.23-24.25-26.27-28	1460			|break|Mt 13,1-9	2057	I		.	NULL	NULL
722	Wochentag (16. Woche)		Mi			Jer 1,1.4-10	2056	Ps 71,1-2.3.5-6.15.17	1140			Mt 13,1-9	2057	II		.	NULL	NULL
723	Wochentag (16. Woche)		Do			Ex 19,1-2.9-11.16-20	2058	|break|Dan 3,52-56	1124			Mt 13,10-17	2060	I		.	NULL	NULL
724	Wochentag (16. Woche)		Do			Jer 2,1-3.7-8.12-13	2059	Ps 36,6-7b.8-9.10-11	1461			Mt 13,10-17	2060	II		.	NULL	NULL
725	Wochentag (16. Woche)		Fr			Ex 20,1-17	455	Ps 19,8.9.10	1462			|break|Mt 13,18-23	2062	I		.	NULL	NULL
726	Wochentag (16. Woche)		Fr			Jer 3,14-17	2061	Jer 31,10-12b.13	1133			Mt 13,18-23	2062	II		.	NULL	NULL
727	Wochentag (16. Woche)		Sa			Ex 24,3-8	495	Ps 50,1-2.5-6.14-15	1463			Mt 13,24-30	2067	I		.	NULL	NULL
728	Wochentag (16. Woche)		Sa			Jer 7,1-11	2066	Ps 84,3-6a.8a.11	1464			Mt 13,24-30	2067	II		.	NULL	NULL
729	Wochentag (17. Woche)		Mo			Ex 32,15-24.30-34	2068	Ps 106,19-20.21-22.23-24	1465			Mt 13,31-35	2070	I		.	NULL	NULL
730	Wochentag (17. Woche)		Mo			Jer 13,1-11	2069	Dtn 32,18-21	1466			Mt 13,31-35	2070	II		.	NULL	NULL
731	Wochentag (17. Woche)		Di			Ex 33,7-11;34,4b.5-9.28	2071	Ps 103,6-7.8-9.10-11.12-13	1467			Mt 13,36-43	2073	I		.	NULL	NULL
732	Wochentag (17. Woche)		Di			Jer 14,17b-22	2072	Ps 79,5 u. 8.9.11 u. 13	1468			Mt 13,36-43	2073	II		.	NULL	NULL
733	Wochentag (17. Woche)		Mi			Ex 34,29-35	2074	Ps 99,2 u. 5.6-7.8-9	1469			Mt 13,44-46	255	I		.	NULL	NULL
734	Wochentag (17. Woche)		Mi			Jer 15,10.16-21	2075	Ps 59,2-3.4-5a.10-11.17	1470			Mt 13,44-46	255	II		.	NULL	NULL
735	Wochentag (17. Woche)		Do			Ex 40,16-21.34-38	2076	|break|Ps 84,3.4.5-6a u. 8a.11	1464			Mt 13,47-52	2078	I		.	NULL	NULL
736	Wochentag (17. Woche)		Do			Jer 18,1-6	2077	Ps 146,2-3.4-5.6 u. 10	1471			Mt 13,47-52	2078	II		.	NULL	NULL
737	Wochentag (17. Woche)		Fr			Lev 23,1.4-11.15-16.27.34b-37	2079	Ps 81,3-4.5-6b.6c-8b.10-11	1254			Mt 13,54-58	2081	I		.	NULL	NULL
738	Wochentag (17. Woche)		Fr			Jer 26,1-9	2080	Ps 69,5.8-9.10 u. 13.14	1472			Mt 13,54-58	2081	II		.	NULL	NULL
739	Wochentag (17. Woche)		Sa			Lev 25,1.8-17	2082	Ps 67,2-3.5.7-8	821			Mt 14,1-12	2085	I		.	NULL	NULL
740	Wochentag (17. Woche)		Sa			Jer 26,11-16.24|break|	2083	Ps 69,15-16.30-31.33-34|break|	1473			Mt 14,1-12	2085	II		.	NULL	NULL
741	Wochentag (18. Woche)		Mo			Num 11,4b-15	1900	Ps 81,12-13.14-15.16-17	1489			Mt 14,13-21	1902	I		.	NULL	NULL
742	Wochentag (18. Woche)		Mo			Jer 28,1-17|break|	1901	Ps 119,29 u. 43.79-80.95 u. 102|break|	1490			Mt 14,13-21	1902	II		.	NULL	NULL
743	Wochentag (18. Woche)		Di			Num 12,1-13	1903	Ps 51,3-4.5-6b.6c-7.12-13	1491			Mt 14,22-36	1904	I		.	NULL	NULL
744	Wochentag (18. Woche)		Di			Jer 30,1-2.12-15.18-22	1905	Ps 102,16-17.18-19.20-21.29 u. 22	1492			Mt 14,22-36	1904	II		.	NULL	NULL
745	Wochentag (18. Woche)		Mi			Num 13,1-2.25 - 14,1.26-29.34-35	1921	Ps 106,6-7b.13-14.21-22.23-24	1493			Mt 15,21-28	1909	I		.	NULL	NULL
746	Wochentag (18. Woche)		Mi			Jer 31,1-7	1908	Jer 31,10-12b.13	1494			Mt 15,21-28	1909	II		.	NULL	NULL
747	Wochentag (18. Woche)		Do			Num 20,1-13	1910	Ps 95,1-2.6-7c.7d-9	948			Mt 16,13-23	1923	I		.	NULL	NULL
748	Wochentag (18. Woche)		Do			Jer 31,31-34	1922	Ps 51,12-13.14-15.18-19	1151			Mt 16,13-23	1923	II		.	NULL	NULL
749	Wochentag (18. Woche)		Fr			Dtn 4,32-40	1924	Ps 77,12-16.21	1494			Mt 16,24-28	1927	I		.	NULL	NULL
750	Wochentag (18. Woche)		Fr			Nah 2,1.3; 3,1-3.6-7	1925	Dtn 32,35c-36b.39abcd.41	1495			Mt 16,24-28	1927	II		.	NULL	NULL
751	Wochentag (18. Woche)		Sa			Dtn 6,4-13	1928	Ps 18,2-3.4 u. 50.47.51ab	1496			Mt 17,14b-20	1970	I		.	NULL	NULL
752	Wochentag (18. Woche)		Sa			Hab 1,12 - 2,4	1929	Ps 9,8-13	1497			Mt 17,14b-20	1970	II		.	NULL	NULL
753	Wochentag (19. Woche)		Mo			Dtn 10,12-22	1930	|break|Ps 147,12-13.14-15	896			|break|Mt 17,22-27	1960	I		.	NULL	NULL
754	Wochentag (19. Woche)		Mo			Ez 1,2-5.24-28c	1950	Ps 148,1-2.11-12.13-14	1498			Mt 17,22-27	1960	II		.	NULL	NULL
755	Wochentag (19. Woche)		Di			Dtn 31,1-8	1971	Dtn 32,3-4b.7.8.9 u. 12	1499			Mt 18,1-5.10.12-14	1973	I		.	NULL	NULL
756	Wochentag (19. Woche)		Di			Ez 2,8 - 3,4	1972	Ps 119,14.24.72.103.|break|111.131	1500			Mt 18,1-5.10.12-14	1973	II		.	NULL	NULL
757	Wochentag (19. Woche)		Mi			Dtn 34,1-12	1946	|break|Ps 66,1-3a.5 u. 16.17 u. 20	1501			|break|Mt 18,15-20	279	I		.	NULL	NULL
758	Wochentag (19. Woche)		Mi			Ez 9,1-8a; 10,18-22	1974	Ps 113,1-6	1502			Mt 18,15-20	279	II		.	NULL	NULL
759	Wochentag (19. Woche)		Do			Jos 3,7-10a.11.13-17	1975	Ps 114,1-2.3-4.5-6	1503			Mt 18,21 - 19,1	1977	I		.	NULL	NULL
760	Wochentag (19. Woche)		Do			Ez 12,1-12	1976	Ps 78,56-57.58-59.61-62	1504			Mt 18,21 - 19,1	1977	II		.	NULL	NULL
761	Wochentag (19. Woche)		Fr			Jos 24,1-13	1978	|break|Ps 136,1-3.16-18.21-23	1505			|break|Mt 19,3-12	1981	I		.	NULL	NULL
762	Wochentag (19. Woche)		Fr			Ez 16,1-15.59b.60.63	1980	Jes 12,2.3 u. 4bcd.5-6	1506			Mt 19,3-12	1981	II		.	NULL	NULL
763	Wochentag (19. Woche)		Sa			Jos 24,14-29	2017	Ps 16,1-2 u. 5.7-8.9 u. 11	1474			Mt 19,13-15	2018	I		.	NULL	NULL
764	Wochentag (19. Woche)		Sa			Ez 18,1-10.13b.30-32	2019	Ps 51,12-13.14-15.18-19	1151			Mt 19,13-15	2018	II		.	NULL	NULL
765	Wochentag (20. Woche)		Mo			Ri 2,11-19	2029	|break|Ps 106,34-35.36-37.39-40.43-44	1507			|break|Mt 19,16-22	2031	I		.	NULL	NULL
766	Wochentag (20. Woche)		Mo			Ez 24,15-24	2030	Dtn 32,18-21	1466			Mt 19,16-22	2031	II		.	NULL	NULL
767	Wochentag (20. Woche)		Di			Ri 6,11-24a	2032	Ps 85,9.11-12.13-14	1433			Mt 19,23-30	2034	I		.	NULL	NULL
768	Wochentag (20. Woche)		Di			Ez 28,1-10|break|	2033	Dtn 32,26-27.28-29.30.35c-36b|break|	1508			Mt 19,23-30	2034	II		.	NULL	NULL
769	Wochentag (20. Woche)		Mi			Ri 9,6-15	2035	Ps 21,2-3.4-5.6-7	1286			Mt 20,1-16a	2037	I		.	NULL	NULL
770	Wochentag (20. Woche)		Mi			Ez 34,1-11	2036	Ps 23,1-3.4.5.6	1246			Mt 20,1-16a	2037	II		.	NULL	NULL
771	Wochentag (20. Woche)		Do			Ri 11,29-39a	2063	Ps 40,2 u. 4ab.7-8.9-10	912			Mt 22,1-14	2065	I		.	NULL	NULL
772	Wochentag (20. Woche)		Do			Ez 36,23-28	2064	Ps 51,12-13.14-15.18-19	1509			Mt 22,1-14	2065	II		.	NULL	NULL
773	Wochentag (20. Woche)		Fr			Rut 1,1.3-6.14b-16.22	2084	|break|Ps 146,2 u. 5.6-7.8-9b.9c-10	1510			Mt 22,34-40	2087	I		.	NULL	NULL
774	Wochentag (20. Woche)		Fr			Ez 37,1-14	2086	Ps 107,2-3.4-5.6-7.8-9	1511			Mt 22,34-40	2087	II		.	NULL	NULL
775	Wochentag (20. Woche)		Sa			Rut 2,1-3.8-11;4,13-17	2089	|break|Ps 128,1-2.3.4-5	1420			Mt 23,1-12	304	I		.	NULL	NULL
776	Wochentag (20. Woche)		Sa			Ez 43,1-7a	2090	Ps 85,9-10.11-12.13-14	1398			Mt 23,1-12	304	II		.	NULL	NULL
777	Wochentag (21. Woche)		Mo			1 Thess 1,1-5.8b-10	2091	|break|Ps 149,1-2.3-4.5-6a u. 9b	884			Mt 23,13-22	2093	I		.	NULL	NULL
778	Wochentag (21. Woche)		Mo			2 Thess 1,1-5.11-12	2092	Ps 96,1-2.3-4.5-6	1512			Mt 23,13-22	2093	II		.	NULL	NULL
779	Wochentag (21. Woche)		Di			1 Thess 2,1-8	2094	Ps 139,1-3.4-5.6-7	1513			Mt 23,23-26	2096	I		.	NULL	NULL
780	Wochentag (21. Woche)		Di			2 Thess 2,1-3a.14-17	2095	Ps 96,10-11.12-13b	1382			Mt 23,23-26	2096	II		.	NULL	NULL
781	Wochentag (21. Woche)		Mi			1 Thess 2,9-13	2097	Ps 139,7-8.9-10.11-12	1514			Mt 23,27-32	2099	I		.	NULL	NULL
782	Wochentag (21. Woche)		Mi			2 Thess 3,6-10.16-18	2098	Ps 128,1-2.4-5	1515			Mt 23,27-32	2099	II		.	NULL	NULL
783	Wochentag (21. Woche)		Do			1 Thess 3,7-13	2100	|break|Ps 90,3-4.12-13.14 u. 17	1516			Mt 24,42-51	2102	I		.	NULL	NULL
784	Wochentag (21. Woche)		Do			1 Kor 1,1-9	2101	Ps 145,2-3.4-5.6-7	1434			Mt 24,42-51	2102	II		.	NULL	NULL
785	Wochentag (21. Woche)		Fr			1 Thess 4,1-8	2103	|break|Ps 97,1-2.5-6.8 u. 10.11-12	1517			Mt 25,1-13	2105	I		.	NULL	NULL
786	Wochentag (21. Woche)		Fr			1 Kor 1,17-25	2104	Ps 33,1-2.4-5.10-11	1518			Mt 25,1-13	2105	II		.	NULL	NULL
787	Wochentag (21. Woche)		Sa			1 Thess 4,9-11	2106	Ps 98,1.7-8.9	1519			Mt 25,14-30	2108	I		.	NULL	NULL
788	Wochentag (21. Woche)		Sa			1 Kor 1,26-31	134	Ps 33,12-13.14-15.20-21	1520			Mt 25,14-30	2108	II		.	NULL	NULL
789	Wochentag (22. Woche)		Mo			1 Thess 4,13-18	2109	|break|Ps 96,1 u. 3.4-5.11-12.13	1521			Lk 4,16-30	2111	I		.	NULL	NULL
790	Wochentag (22. Woche)		Mo			1 Kor 2,1-5	2110	Ps 119,97-98.99-100.101-102	1522			Lk 4,16-30	2111	II		.	NULL	NULL
791	Wochentag (22. Woche)		Di			1 Thess 5,1-6.9-11	2112	|break|Ps 27,1.4.13-14	1523			Lk 4,31-37	2114	I		.	NULL	NULL
792	Wochentag (22. Woche)		Di			1 Kor 2,10b-16	2113	Ps 145,8-9.10-11.12-13b.13c-14	1524			Lk 4,31-37	2114	II		.	NULL	NULL
793	Wochentag (22. Woche)		Mi			Kol 1,1-8	2115	Ps 52,10.11	1525			|break|Lk 4,38-44	2117	I		.	NULL	NULL
794	Wochentag (22. Woche)		Mi			1 Kor 3,1-9	2116	Ps 33,12-13.14-15.20-21	1520			Lk 4,38-44	2117	II		.	NULL	NULL
795	Wochentag (22. Woche)		Do			Kol 1,9-14	2118	Ps 98,2-3b.3c-4.5-6	1526			Lk 5,1-11	2120	I		.	NULL	NULL
796	Wochentag (22. Woche)		Do			1 Kor 3,18-23	2119	Ps 24,1-2.3-4.5-6	1527			Lk 5,1-11	2120	II		.	NULL	NULL
797	Wochentag (22. Woche)		Fr			Kol 1,15-20	2121	Ps 100,2-3.4-5	874			|break|Lk 5,33-39	2123	I		.	NULL	NULL
798	Wochentag (22. Woche)		Fr			1 Kor 4,1-5	2122	Ps 37,3-4.18-19.27-28b.39-40b	1442			Lk 5,33-39	2123	II		.	NULL	NULL
799	Wochentag (22. Woche)		Sa			Kol 1,21-23	2124	Ps 54,3-4.6 u. 8	1528			|break|Lk 6,1-5	2127	I		.	NULL	NULL
800	Wochentag (22. Woche)		Sa			1 Kor 4,6b-15	2126	Ps 145,17-18.14 u. 19.20-21	1529			Lk 6,1-5	2127	II		.	NULL	NULL
801	Wochentag (23. Woche)		Mo			Kol 1,24 - 2,3	2128	Ps 62,6-7.8-9	1530			|break|Lk 6,6-11	2130	I		.	NULL	NULL
802	Wochentag (23. Woche)		Mo			1 Kor 5,1-8	2129	Ps 5,5-6.7-8a.12	1531			Lk 6,6-11	2130	II		.	NULL	NULL
803	Wochentag (23. Woche)		Di			Kol 2,6-15	2131	Ps 145,1-2.8-9.10-11	1532			Lk 6,12-19	2133	I		.	NULL	NULL
804	Wochentag (23. Woche)		Di			1 Kor 6,1-11	2132	Ps 149,1-2.3-4.5-6a.9b	884			Lk 6,12-19	2133	II		.	NULL	NULL
805	Wochentag (23. Woche)		Mi			Kol 3,1-11	2134	Ps 145,2-3.10-11.12-13b	1533			Lk 6,20-26	2136	I		.	NULL	NULL
806	Wochentag (23. Woche)		Mi			1 Kor 7,25-31	2135	Ps 45,11-12.14-15.16-17	1534			Lk 6,20-26	2136	II		.	NULL	NULL
807	Wochentag (23. Woche)		Do			Kol 3,12-17	2137	Ps 150,1-2.3-4.5-6	1535			|break|Lk 6,27-38	2139	I		.	NULL	NULL
808	Wochentag (23. Woche)		Do			1 Kor 8,1b-7.11-13	2138	Ps 139,1-3.13-14.23-24	1536			Lk 6,27-38	2139	II		.	NULL	NULL
809	Wochentag (23. Woche)		Fr			1 Tim 1,1-2.12-14	2140	|break|Ps 16,1-2 u. 5.7-8.9 u. 11	1474			Lk 6,39-42	2142	I		.	NULL	NULL
810	Wochentag (23. Woche)		Fr			1 Kor 9,16-19.22b-27	2141	Ps 84,3.4.5-6.12-13a	1537			Lk 6,39-42	2142	II		.	NULL	NULL
811	Wochentag (23. Woche)		Sa			1 Tim 1,15-17	2144	Ps 113,1-2.3-4.5a u. 6-7	1010			Lk 6,43-49	2146	I		.	NULL	NULL
812	Wochentag (23. Woche)		Sa			1 Kor 10,14-22	2145	Ps 116,12-13.17-18	1538			Lk 6,43-49	2146	II		.	NULL	NULL
813	Wochentag (24. Woche)		Mo			1 Tim 2,1-8	2147	Ps 28,1ab u. 2.7.8-9	1539			Lk 7,1-10	2149	I		.	NULL	NULL
814	Wochentag (24. Woche)		Mo			1 Kor 11,17-26.33	2148	Ps 40,7-8.9-10.17	1540			Lk 7,1-10	2149	II		.	NULL	NULL
815	Wochentag (24. Woche)		Di			1 Tim 3,1-13	2150	Ps 101,1-2b.2c-3.4-5b.5c-6	1541			|break|Lk 7,11-17	2152	I		.	NULL	NULL
816	Wochentag (24. Woche)		Di			1 Kor 12,12-14.27-31a	2151	Ps 100,2-3.4-5	1542			Lk 7,11-17	2152	II		.	NULL	NULL
817	Wochentag (24. Woche)		Mi			1 Tim 3,14-16	2153	Ps 111,1-2.3-4.5-6	1543			|break|Lk 7,31-35	2155	I		.	NULL	NULL
